Name,Link,From,To,Position,Height,Weight,Birth Date,College
1979,N/A,1991,C-F,6-10,226,"January 30, 1955",Minnesota,N/A
2012,N/A,2012,G,6-6,211,"June 1, 1988",Pepperdine,N/A
1984,N/A,1986,G-F,6-6,210,"May 25, 1961",Tulane,N/A
1992,N/A,1992,G,6-4,185,"December 2, 1968",Syracuse,N/A
2012,N/A,2025,F-C,6-9,254,"March 13, 1991",Texas,N/A
2022,N/A,2025,F,6-10,205,"August 26, 2002",Auburn,N/A
1968,N/A,1970,C,6-10,230,"April 5, 1943",Illinois,N/A
1964,N/A,1971,G,6-4,195,"May 23, 1941",West Virginia,N/A
2008,N/A,2011,F,6-8,220,"December 7, 1983",Florida State,N/A
1986,N/A,1996,F-C,6-10,225,"July 10, 1962","University of California, Irvine",N/A
1969,N/A,1970,G,6-4,190,"September 1, 1946",Kentucky Wesleyan College,N/A
2010,N/A,2017,G,6-4,205,"June 5, 1987",LSU,N/A
2018,N/A,2021,G,6-4,215,"November 15, 1994",South Carolina,N/A
1985,N/A,2001,F-C,6-10,248,"August 5, 1962",Providence,N/A
1984,N/A,1997,G,6-2,175,"September 10, 1961",West Virginia Tech,N/A
1964,N/A,1977,C-F,6-11,225,"July 25, 1941",Bowling Green,N/A
1948,N/A,1948,G,6-0,175,"January 16, 1919",Canisius,N/A
2020,N/A,2024,G,6-5,201,"March 4, 1997",Washington,N/A
1949,N/A,1949,F-G,6-1,190,"April 4, 1915",Washington & Jefferson College,N/A
1963,N/A,1963,G,6-0,185,"November 30, 1940",Thomas More College,N/A
2021,N/A,2022,F,6-9,220,"March 5, 1998",Gonzaga,N/A
1983,N/A,1984,C-F,6-11,215,"February 23, 1960",Cleveland State University,N/A
2021,N/A,2025,F,6-8,245,"January 12, 1999",Michigan State,N/A
1948,N/A,1949,F,6-4,205,"December 30, 1924",Kentucky,N/A
1970,N/A,1972,F,6-5,205,"September 19, 1946",Kentucky Wesleyan College,N/A
2002,N/A,2014,G,6-3,195,"February 28, 1978",Iowa State,N/A
1986,N/A,1997,F-C,6-9,240,"June 9, 1964",Oklahoma,N/A
2017,N/A,2017,C,7-0,260,"October 10, 1994",Virginia,N/A
2022,N/A,2023,F,6-10,220,"October 17, 2001",,N/A
1950,N/A,1951,F-C,6-5,220,"June 11, 1923","Washington University in Saint Louis, Notre Dame, Wyoming",N/A
1982,N/A,1989,F,6-9,225,"September 10, 1958",Indiana,N/A
1989,N/A,1995,F-C,6-7,235,"October 16, 1965","University of California, Irvine, Arizona",N/A
2009,N/A,2021,F-C,6-8,240,"June 1, 1985",Creighton,N/A
1975,N/A,1978,F,6-8,190,"November 25, 1951",Arkansas,N/A
1971,N/A,1981,F,6-8,218,"November 24, 1948",Michigan,N/A
1981,N/A,1988,G,6-3,178,"November 23, 1957",Louisiana,N/A
1986,N/A,1994,G,6-2,178,"April 13, 1962",Dayton,N/A
1949,N/A,1949,G,6-1,185,"November 1, 1922",Marshall,N/A
1991,N/A,1996,G-F,6-6,210,"January 19, 1966",BYU,N/A
1948,N/A,1950,C-F,6-6,215,"August 9, 1922",University of the Pacific,N/A
1980,N/A,1980,F,6-9,210,"July 14, 1956",Marquette,N/A
2024,N/A,2025,F,6-9,205,"May 8, 2000","Rhode Island, Kentucky",N/A
2021,N/A,2025,F,6-9,220,"March 4, 1998",Dayton,N/A
1947,N/A,1949,F,6-2,192,"March 6, 1917",Long Island University,N/A
1963,N/A,1970,C-F,6-8,230,"May 12, 1937",Tennessee,N/A
2002,N/A,2003,F,6-6,210,"December 18, 1976",,N/A
2020,N/A,2024,F,6-6,209,"April 10, 1993",Marquette,N/A
1952,N/A,1954,G,6-1,175,"June 2, 1926",Indiana,N/A
1949,N/A,1950,G-F,6-0,185,"August 28, 1920",St. John's,N/A
2016,N/A,2021,G-F,6-7,197,"July 23, 1992",,N/A
1976,N/A,1977,G,5-7,150,"September 27, 1953",NC State,N/A
1994,N/A,1997,C-F,6-11,250,"May 15, 1970",Notre Dame,N/A
1949,N/A,1950,F-C,6-4,210,"June 20, 1920",Western Kentucky,N/A
1983,N/A,1985,F-G,6-7,190,"November 30, 1959",James Madison University,N/A
2016,N/A,2025,C-F,7-0,248,"November 15, 1995",Kentucky,N/A
1979,N/A,1982,G,6-3,175,"December 20, 1955",UCLA,N/A
2025,N/A,2025,F,6-8,215,"January 23, 2003",,N/A
1972,N/A,1977,F-C,6-8,205,"July 11, 1948",Cal State Long Beach,N/A
1969,N/A,1973,F,6-7,210,"October 2, 1945","Voorhees College, Pasadena City College, UNLV",N/A
2025,N/A,2025,G,6-8,199,"September 3, 2001",,N/A
1999,N/A,2005,F,6-8,284,"February 1, 1977",Michigan,N/A
1996,N/A,2004,F,6-8,250,"September 22, 1974",Ohio University,N/A
2019,N/A,2025,G,6-5,209,"January 18, 1999",Duke,N/A
2002,N/A,2004,G,6-4,200,"July 11, 1979",USC,N/A
1965,N/A,1973,F-C,6-7,215,"November 6, 1939",Seattle University,N/A
2019,N/A,2020,G,6-4,200,"January 17, 1996",Arizona,N/A
1949,N/A,1950,G-F,6-0,170,"November 3, 1922",DePaul,N/A
1982,N/A,1991,F-G,6-6,220,"February 16, 1959",Notre Dame,N/A
1973,N/A,1973,C,6-9,215,"August 24, 1950",California,N/A
2003,N/A,2004,C,7-2,240,"September 22, 1979",,N/A
2001,N/A,2007,C,7-2,285,"June 10, 1979",,N/A
1973,N/A,1975,F,6-6,206,"April 25, 1950",UC Santa Barbara,N/A
2024,N/A,2025,F,6-9,260,"November 27, 1999","West Virginia, Kentucky",N/A
1957,N/A,1959,F,6-5,190,"August 31, 1930",Kentucky,N/A
2003,N/A,2006,F,7-0,225,"April 14, 1983",,N/A
1968,N/A,1972,F,6-8,190,"February 24, 1943",Oklahoma Baptist University,N/A
2008,N/A,2010,F,6-6,205,"February 11, 1984",Wisconsin,N/A
1995,N/A,1995,F,6-8,220,"April 4, 1969","Georgetown, Wake Forest",N/A
1955,N/A,1957,F,6-7,185,"December 11, 1932",Duquesne,N/A
2007,N/A,2024,F,6-5,245,"May 5, 1985",Texas,N/A
2020,N/A,2022,F,6-3,209,"September 24, 1997","Florida Gulf Coast, Little Rock",N/A
1983,N/A,1993,G,6-5,193,"December 20, 1959",Minnesota,N/A
2006,N/A,2015,F,6-10,249,"January 13, 1983",Gonzaga,N/A
2000,N/A,2000,F,6-9,236,"June 7, 1976",,N/A
2001,N/A,2015,F,6-10,220,"March 19, 1979",,N/A
1987,N/A,1992,G,5-11,160,"December 13, 1964",Memphis,N/A
1968,N/A,1973,F,6-7,220,"February 18, 1944",University of Akron,N/A
1982,N/A,1989,G-F,6-5,190,"June 10, 1959",Ole Miss,N/A
2011,N/A,2020,G,6-6,220,"October 27, 1988",Ohio State,N/A
1968,N/A,1968,F,6-7,200,"November 23, 1942","Paris Junior College, TCU",N/A
1990,N/A,1995,G-F,6-7,200,"August 18, 1966",Cal State Fullerton,N/A
1968,N/A,1968,G,6-2,195,"March 29, 1938",Nebraska,N/A
1955,N/A,1955,F-G,6-4,170,"June 29, 1930",Western Kentucky,N/A
1962,N/A,1962,G-F,6-5,200,"June 5, 1939",Louisville,N/A
1985,N/A,1996,F-C,6-9,230,"April 9, 1962",Vanderbilt,N/A
1992,N/A,1992,F,6-8,245,"November 30, 1967","Georgetown, Phillips University",N/A
2016,N/A,2025,C-F,6-11,250,"March 24, 1996",Texas,N/A
2000,N/A,2000,G,6-2,190,"March 22, 1976",Kentucky,N/A
1985,N/A,1990,C,6-11,240,"December 28, 1960",Kentucky,N/A
1973,N/A,1980,G,6-1,175,"September 20, 1950",Old Dominion,N/A
1956,N/A,1966,F-G,6-6,210,"May 11, 1934",Cincinnati,N/A
1995,N/A,1995,G,6-1,185,"April 30, 1971","DePaul, Texas",N/A
2012,N/A,2014,C,6-10,260,"June 21, 1991",,N/A
1979,N/A,1989,F-G,6-7,215,"October 30, 1956",Detroit Mercy,N/A
1958,N/A,1962,C-F,6-8,230,"August 16, 1935",Louisville,N/A
2024,N/A,2025,F,6-8,215,"June 13, 2000",Clemson,N/A
2025,N/A,2025,G,6-6,215,"December 2, 2002","Texas, Texas Tech, California",N/A
2012,N/A,2012,G,6-6,204,"November 26, 1986",Siena College,N/A
2011,N/A,2019,C-F,6-10,245,"May 20, 1987","Michigan, Baylor",N/A
2004,N/A,2011,F,6-6,215,"August 9, 1977","San Francisco, Portland State",N/A
2005,N/A,2017,G,6-3,205,"July 5, 1982",,N/A
2009,N/A,2010,G,6-5,183,"May 12, 1984",,N/A
2017,N/A,2019,G,5-10,160,"January 5, 1996",Kentucky,N/A
2023,N/A,2025,G,6-6,210,"April 12, 1999","South Dakota, Arkansas",N/A
1969,N/A,1981,C-F,6-7,245,"March 14, 1946",Louisville,N/A
1954,N/A,1954,G,6-4,185,"September 30, 1929",Long Island University,N/A
1989,N/A,1991,G,6-2,180,"January 24, 1963",Utah,N/A
2017,N/A,2020,F,6-9,221,"May 19, 1993",Iowa,N/A
2011,N/A,2012,G,6-3,205,"March 19, 1988",Tulsa,N/A
1968,N/A,1970,G,6-1,185,"August 15, 1944",Duke,N/A
2013,N/A,2025,C,6-11,265,"May 6, 1992",,N/A
1982,N/A,1991,G,6-1,183,"February 3, 1959",Kansas,N/A
2017,N/A,2022,G,6-4,220,"November 16, 1993",Michigan State,N/A
1981,N/A,1981,F,6-7,210,"November 27, 1957",Old Dominion,N/A
1971,N/A,1972,G,6-3,185,"October 3, 1948",UCLA,N/A
1966,N/A,1977,G-F,6-5,210,"February 22, 1943",Indiana,N/A
1966,N/A,1977,F-G,6-5,202,"February 22, 1943",Indiana,N/A
1994,N/A,2006,G,6-1,170,"November 27, 1971","Trinity Valley CC, Cincinnati",N/A
1998,N/A,2006,F,6-10,220,"October 23, 1975",Utah,N/A
1970,N/A,1979,G,6-1,173,"April 1, 1947",Saint Francis University,N/A
1976,N/A,1976,F,6-9,210,"June 1, 1952",Azusa Pacific University,N/A
2017,N/A,2025,G,6-0,197,"February 25, 1994",Wichita State,N/A
1948,N/A,1952,G-F,6-3,195,"February 25, 1923",Illinois,N/A
1996,N/A,1996,F,6-8,215,"April 3, 1971",Green Bay,N/A
2019,N/A,2025,F,6-8,214,"April 3, 1999",Kentucky,N/A
1950,N/A,1956,F-G,6-3,195,"September 12, 1928",Colgate,N/A
1981,N/A,1993,F,6-8,220,"August 1, 1958",UCLA,N/A
1986,N/A,1987,C,7-1,255,"April 13, 1963",Santa Clara,N/A
2001,N/A,2001,G,6-5,200,"March 31, 1973",St. Bonaventure,N/A
2002,N/A,2002,C,7-1,260,"May 6, 1979",,N/A
2005,N/A,2021,F-C,6-11,273,"September 28, 1982",,N/A
2013,N/A,2014,F,6-9,230,"March 1, 1988",Mississippi State,N/A
2011,N/A,2017,G,6-6,217,"January 16, 1987",Maryland,N/A
2021,N/A,2025,G-F,6-5,200,"August 23, 2000",Florida State,N/A
1963,N/A,1970,G,6-2,190,"February 19, 1940",Southern Illinois,N/A
1975,N/A,1976,C,6-11,220,"June 4, 1952",Oral Roberts,N/A
1996,N/A,1999,F,6-9,240,"March 23, 1973",Memphis,N/A
1998,N/A,2009,G,6-1,190,"February 11, 1975",Kansas,N/A
2016,N/A,2018,G,6-6,202,"August 16, 1996",UNLV,N/A
1947,N/A,1947,F-C,6-4,205,"May 15, 1918",Western Kentucky,N/A
1991,N/A,2001,F,6-9,230,"February 27, 1968",Michigan,N/A
1968,N/A,1974,G,6-1,190,"September 7, 1945",Duke,N/A
1982,N/A,1987,F,6-9,215,"February 15, 1959",Fresno State,N/A
2012,N/A,2014,F,6-11,240,"April 24, 1990",,N/A
1993,N/A,1993,F,6-6,195,"May 22, 1967",,N/A
2024,N/A,2024,F,6-9,225,"August 6, 1995",,N/A
1992,N/A,1992,F,6-9,215,"November 15, 1966",,N/A
2006,N/A,2016,F,6-11,232,"August 24, 1984",UConn,N/A
2020,N/A,2025,G,6-3,195,"June 14, 1996",UC Santa Barbara,N/A
1982,N/A,1990,F,6-7,220,"June 10, 1959",Michigan State,N/A
1986,N/A,1992,G,6-2,185,"May 18, 1963",Michigan State,N/A
2007,N/A,2008,F,6-8,225,"May 31, 1984",,N/A
1995,N/A,2000,G,6-4,190,"January 28, 1971",Georgia Tech,N/A
1973,N/A,1973,F,6-6,195,"November 25, 1947",Murray State,N/A
1990,N/A,1990,F,6-9,240,"November 24, 1965",Notre Dame,N/A
1950,N/A,1950,F-C,6-4,205,"June 21, 1921",Wyoming,N/A
1990,N/A,1992,C,6-10,218,"March 28, 1964",,N/A
1950,N/A,1950,G-F,6-1,170,"June 19, 1922",Penn State,N/A
2015,N/A,2023,F-C,6-10,257,"August 24, 1995",Indiana,N/A
2001,N/A,2009,C,6-11,245,"November 1, 1977",UConn,N/A
1982,N/A,1988,F,6-7,210,"October 29, 1958",Utah,N/A
2004,N/A,2004,C,7-5,275,"January 30, 1983",,N/A
1991,N/A,1999,C,7-2,260,"January 22, 1964",,N/A
1981,N/A,1981,C,7-0,220,"December 25, 1955","UCLA, UNLV",N/A
2005,N/A,2006,F-C,6-10,220,"June 6, 1981",Iowa State,N/A
2012,N/A,2025,C,6-10,260,"October 24, 1990",USC,N/A
2005,N/A,2017,G,6-7,195,"March 8, 1984",,N/A
2024,N/A,2025,F-C,6-10,223,"March 11, 2003",,N/A
1947,N/A,1950,G-F,6-3,185,"October 28, 1922",NYU,N/A
1975,N/A,1983,F-G,6-7,195,"December 16, 1951",Vanderbilt,N/A
2020,N/A,2025,F,6-9,228,"November 20, 1996",Kansas State,N/A
2004,N/A,2019,G,6-4,220,"January 17, 1982",Marquette,N/A
1988,N/A,1990,G,5-11,160,"October 15, 1965","Oklahoma, UNLV",N/A
2006,N/A,2012,G,6-5,210,"July 21, 1985",Florida State,N/A
1950,N/A,1950,C-F,6-6,210,"January 20, 1920",Saint Mary's University of Minnesota,N/A
2003,N/A,2007,G,6-2,200,"February 4, 1983",Memphis,N/A
1950,N/A,1950,G,6-0,170,"August 1, 1922",Texas,N/A
2022,N/A,2025,G-F,6-10,225,"August 27, 2001",Michigan,N/A
1988,N/A,1991,G,6-5,185,"February 20, 1963",Louisville,N/A
2019,N/A,2025,F-C,6-11,245,"April 26, 1997",Michigan,N/A
1969,N/A,1969,G,6-2,190,"December 18, 1945",Georgia Tech,N/A
2022,N/A,2024,F,6-6,250,"September 12, 1994",Baylor,N/A
2013,N/A,2020,G,6-3,215,"December 10, 1991",Syracuse,N/A
1984,N/A,1988,C,6-11,225,"January 8, 1961",Ohio State,N/A
1979,N/A,1980,G,6-3,175,"January 11, 1955",Loyola Chicago,N/A
1970,N/A,1977,C,6-10,220,"July 29, 1948",Florida,N/A
1977,N/A,1977,G,6-4,190,"March 25, 1955",Niagara University,N/A
1997,N/A,2008,F,6-9,224,"August 12, 1976",Kentucky,N/A
1949,N/A,1952,F-C,6-6,205,"March 15, 1921",BYU,N/A
1963,N/A,1975,F-G,6-7,212,"February 22, 1940",Bradley,N/A
1984,N/A,1993,G,6-4,180,"March 9, 1961",Arkansas,N/A
1975,N/A,1984,G,6-0,184,"May 21, 1951","Vincennes University, West Georgia",N/A
2009,N/A,2015,F,6-6,220,"October 9, 1987",Kansas State,N/A
1962,N/A,1962,F,6-3,210,"April 17, 1937",Michigan State,N/A
2023,N/A,2025,F,6-9,215,"July 30, 2002",Colorado,N/A
2024,N/A,2025,F,6-8,240,"September 4, 2003",Houston,N/A
1968,N/A,1976,G,6-3,195,"April 8, 1944",Providence,N/A
2012,N/A,2023,G,6-0,184,"May 8, 1990",UConn,N/A
1987,N/A,1995,F,6-8,210,"August 18, 1964",Kentucky,N/A
2019,N/A,2024,G,6-4,204,"December 14, 1998",Miami (FL),N/A
2022,N/A,2022,G,6-5,213,"March 28, 1998",Florida State,N/A
1978,N/A,1978,G,6-3,180,"March 20, 1956",Millersville,N/A
1997,N/A,2006,F,6-9,240,"February 25, 1976",Louisville,N/A
1977,N/A,1984,F,6-7,190,"July 18, 1954",Virginia,N/A
2011,N/A,2023,G,6-3,210,"September 6, 1990",Kentucky,N/A
1997,N/A,2012,F-C,6-9,240,"September 10, 1974","Cuyahoga Community College, Virginia Union University",N/A
2024,N/A,2025,G,6-4,205,"November 7, 2003",Kentucky,N/A
2002,N/A,2015,F,6-7,215,"July 23, 1982",Alabama,N/A
1997,N/A,2004,F,6-8,225,"February 9, 1974",Syracuse,N/A
2025,N/A,2025,G,6-3,195,"February 26, 1999",Texas-San Antonio,N/A
1996,N/A,2013,F-C,6-11,225,"September 17, 1974",UNC,N/A
1947,N/A,1947,G,6-1,185,"July 12, 1918",University of Scranton,N/A
2018,N/A,2022,G,6-5,198,"June 10, 1994",California,N/A
1969,N/A,1972,F,6-6,220,"October 5, 1945",Tennessee State,N/A
1988,N/A,1988,G,6-4,215,"November 20, 1964",Virginia Union University,N/A
1958,N/A,1958,F,6-4,195,"August 29, 1930",Stanford,N/A
2024,N/A,2025,G-F,6-7,205,"March 3, 2004",Arkansas,N/A
2006,N/A,2006,G-F,6-6,205,"December 2, 1982",Florida,N/A
2025,N/A,2025,G,6-5,180,"September 4, 2004",Baylor,N/A
1994,N/A,2000,G,6-4,190,"March 12, 1970","Northwestern, Kansas",N/A
1950,N/A,1955,G-F,6-2,160,"March 23, 1927",Tennessee,N/A
1954,N/A,1954,G,5-11,163,"August 25, 1930",,N/A
1975,N/A,1987,C-F,6-11,210,"November 5, 1952",UCLA,N/A
2018,N/A,2022,G,6-0,189,"April 3, 1995",Michigan,N/A
1977,N/A,1981,G,6-0,160,"November 23, 1953",Marquette,N/A
2004,N/A,2013,F,6-8,235,"March 28, 1980",Arizona,N/A
2019,N/A,2022,G,6-3,210,"July 25, 1989",Pitt,N/A
1949,N/A,1957,G,6-0,170,"June 4, 1921",Seton Hall,N/A
1975,N/A,1975,G,6-2,165,"September 7, 1952",Georgia Southern University,N/A
1995,N/A,2005,G,6-2,190,"October 12, 1970",Florida State,N/A
1964,N/A,1967,G,6-4,195,"September 6, 1941",Boston College,N/A
1976,N/A,1977,G-F,6-4,195,"January 30, 1952",Jackson State University,N/A
2014,N/A,2014,G,5-10,175,"January 17, 1990",Cal State Long Beach,N/A
1967,N/A,1969,F,6-7,210,"May 2, 1944",Oklahoma City University,N/A
2025,N/A,2025,C,7-0,230,"April 20, 2004","Oregon, Indiana",N/A
1963,N/A,1970,F-G,6-5,200,"September 4, 1936",Tennessee State,N/A
1966,N/A,1970,G-F,6-5,200,"March 20, 1941","University of Southern Colorado, Pepperdine",N/A
1971,N/A,1977,F-C,6-9,220,"August 12, 1948",Jackson State University,N/A
2018,N/A,2018,F,6-8,260,"January 31, 1994",Stony Brook University,N/A
1969,N/A,1976,G,6-5,190,"July 17, 1946",Vanderbilt,N/A
1970,N/A,1974,G-F,6-3,180,"July 7, 1947",St. John's,N/A
2015,N/A,2024,F,6-8,220,"September 5, 1993",NC State,N/A
2011,N/A,2011,G,6-4,203,"October 22, 1989",Oklahoma,N/A
1983,N/A,1986,G,6-5,195,"July 22, 1959",Saint Joseph's,N/A
2006,N/A,2013,F,6-9,219,"July 8, 1982",Syracuse,N/A
1987,N/A,1988,C,6-11,225,"May 13, 1965",NC State,N/A
2019,N/A,2019,F,6-8,210,"December 18, 1991",Texas-El Paso,N/A
1970,N/A,1972,G,5-11,175,"July 11, 1947",Eastern Kentucky University,N/A
2008,N/A,2008,G,6-2,195,"December 6, 1985",Memphis,N/A
1975,N/A,1976,F,6-8,210,"April 22, 1952",UNC,N/A
1988,N/A,1993,G,6-4,195,"August 31, 1964",Middle Tennessee,N/A
2022,N/A,2023,G,6-3,210,"March 24, 2000",Ohio State,N/A
1998,N/A,1999,G,6-4,190,"March 23, 1974",Alabama,N/A
1966,N/A,1976,F-C,6-6,210,"July 1, 1943",Villanova,N/A
1974,N/A,1988,F-C,6-8,230,"September 17, 1951",American University,N/A
2020,N/A,2025,F,6-7,230,"August 23, 1998",Kentucky,N/A
1987,N/A,1989,G,6-2,190,"January 6, 1964",Syracuse,N/A
1977,N/A,1982,F-C,6-11,220,"July 15, 1955",UCLA,N/A
1975,N/A,1975,G,6-4,190,"January 23, 1952",University of San Diego,N/A
1968,N/A,1973,F-C,6-7,215,"April 21, 1944",Cheyney (PA),N/A
2023,N/A,2025,G,6-3,197,"November 15, 2001",Kentucky,N/A
1978,N/A,1979,F-C,6-9,227,"August 3, 1955",Old Dominion,N/A
2019,N/A,2024,F,6-9,215,"October 13, 1994",George Washington,N/A
2022,N/A,2025,G,6-6,215,"July 28, 1997",Oklahoma State,N/A
2020,N/A,2022,G,5-10,175,"January 10, 1998",LSU,N/A
2022,N/A,2025,F,6-9,240,"November 9, 2000",LSU,N/A
2008,N/A,2012,C,6-11,258,"November 8, 1984",Syracuse,N/A
1955,N/A,1955,G,6-0,160,"March 22, 1930",Kentucky,N/A
2008,N/A,2017,G,6-2,175,"April 17, 1984",Tennessee,N/A
2002,N/A,2014,G,6-1,195,"June 12, 1979",UCLA,N/A
1995,N/A,1999,F,6-7,190,"February 23, 1972",South Carolina,N/A
2020,N/A,2022,G,6-6,210,"December 30, 1994",Fresno State,N/A
2023,N/A,2025,G-F,6-8,200,"September 11, 2002",UCLA,N/A
1966,N/A,1967,F,6-6,210,"May 21, 1943",Wake Forest,N/A
1971,N/A,1971,G,6-3,185,"March 14, 1948","Florida A&M, University of Great Falls",N/A
1974,N/A,1979,G,6-1,175,"July 22, 1951",Xavier University of Louisiana,N/A
2013,N/A,2014,G,6-2,200,"May 2, 1991",Villanova,N/A
2015,N/A,2015,F,6-10,230,"September 21, 1990","UNC, UCLA",N/A
2015,N/A,2018,F,6-10,230,"September 21, 1990","UNC, UCLA",N/A
1993,N/A,2005,F,6-6,240,"September 8, 1970",Southern Miss,N/A
1974,N/A,1980,F,6-7,195,"July 20, 1950",Illinois,N/A
2020,N/A,2022,G,6-3,205,"September 10, 1996",Mississippi State,N/A
2009,N/A,2011,G,6-6,201,"February 18, 1986",Washington State,N/A
2018,N/A,2018,F,6-9,202,"August 19, 1993",Boise State,N/A
1971,N/A,1972,G,6-4,170,"July 6, 1948",Kansas State,N/A
1993,N/A,1993,F-C,6-9,255,"May 9, 1970",Alabama,N/A
1986,N/A,1998,G,5-6,133,"July 13, 1963","Midland College, NC State",N/A
1994,N/A,2008,F-C,6-10,245,"March 1, 1973",Michigan,N/A
2016,N/A,2018,G,6-2,165,"December 29, 1992",VCU,N/A
1947,N/A,1947,C,6-6,225,"March 18, 1918",Purdue,N/A
1972,N/A,1972,F,6-5,190,"March 6, 1948","Wharton County Junior College, Saint Peter's College",N/A
1996,N/A,1996,F,6-8,232,"February 19, 1971",Oklahoma,N/A
2006,N/A,2015,G-F,6-7,230,"December 4, 1986",,N/A
1976,N/A,1987,C,7-1,225,"April 13, 1952",Morgan State University,N/A
1975,N/A,1987,F-G,6-7,215,"July 29, 1952",Colorado,N/A
2009,N/A,2016,G-F,6-6,205,"July 8, 1986",Arkansas,N/A
1949,N/A,1949,F,6-4,180,"December 9, 1925",Rice University,N/A
1984,N/A,1984,F,6-9,230,"October 28, 1960",William & Mary,N/A
1966,N/A,1977,G,6-2,180,"May 7, 1942",Penn State,N/A
1968,N/A,1968,G,6-2,175,"April 30, 1946",Northeastern University,N/A
1999,N/A,2008,G-F,6-5,210,"September 28, 1976",Ball State University,N/A
1998,N/A,1998,F,6-5,230,"July 26, 1974",Austin Peay State University,N/A
2025,N/A,2025,F,6-7,206,"August 26, 2003","Sonoma State University, Washington State",N/A
1975,N/A,1975,F,6-7,200,"December 9, 1950",Detroit Mercy,N/A
1963,N/A,1963,G,6-1,180,"September 3, 1940",Northwestern,N/A
1988,N/A,1990,C,7-0,245,"January 2, 1964",Washington,N/A
2003,N/A,2006,G,6-7,208,"January 27, 1980",,N/A
2019,N/A,2019,C,7-0,255,"February 3, 1996",UCLA,N/A
2024,N/A,2025,C-F,7-3,235,"January 4, 2004",,N/A
1986,N/A,2000,C,7-0,245,"April 26, 1963",St. John's,N/A
1994,N/A,1994,C,7-1,250,"November 4, 1970",UNC,N/A
1993,N/A,1997,C,6-11,250,"September 12, 1970",St. John's,N/A
1947,N/A,1948,G,5-11,,"July 30, 1923",St. John's,N/A
2023,N/A,2025,G,6-5,185,"March 16, 2003",Notre Dame,N/A
1994,N/A,2007,G,6-0,190,"November 14, 1970",Baylor,N/A
1967,N/A,1976,C,6-11,220,"January 25, 1945",Kansas,N/A
2004,N/A,2018,F-C,6-9,250,"August 29, 1980",Xavier,N/A
2005,N/A,2012,G,6-4,180,"July 26, 1983",Saint Joseph's,N/A
1990,N/A,2001,G-F,6-6,200,"May 27, 1967",Villanova,N/A
1961,N/A,1974,G,6-3,175,"May 28, 1938",West Virginia,N/A
2008,N/A,2011,G,6-5,210,"June 19, 1984",Georgia Tech,N/A
1984,N/A,2000,C-F,6-10,230,"November 5, 1960",Old Dominion,N/A
1968,N/A,1968,G,6-4,178,"June 6, 1944",Cincinnati,N/A
1968,N/A,1968,F,6-8,190,,Providence,N/A
2009,N/A,2025,G,6-4,200,"November 12, 1988",UCLA,N/A
1973,N/A,1984,G,6-4,195,"November 30, 1950",USC,N/A
1968,N/A,1976,G-F,6-5,190,"October 22, 1944",Virginia Tech,N/A
2006,N/A,2006,C,6-10,260,"April 16, 1982","Barton County Community College, Cincinnati, Walsh University",N/A
1984,N/A,1997,G,6-3,177,"August 11, 1962",Alabama,N/A
1998,N/A,1999,G,6-0,165,"October 14, 1973",Louisville,N/A
1988,N/A,1989,G,6-1,185,"October 27, 1959",William Paterson University,N/A
1999,N/A,1999,G,5-10,165,"October 8, 1975",Rhode Island,N/A
1955,N/A,1955,G,6-1,180,"August 29, 1930",Kentucky,N/A
2018,N/A,2018,G,6-7,210,"June 16, 1993","Nebraska, Syracuse",N/A
2020,N/A,2025,G,6-5,195,"February 16, 2000",UNC,N/A
2009,N/A,2014,F,6-9,251,"August 31, 1986",Indiana,N/A
2018,N/A,2025,G,6-4,190,"July 2, 1994","Colorado-Colorado Springs, Colorado",N/A
1988,N/A,1989,F,6-8,200,"December 30, 1965",Pepperdine,N/A
1971,N/A,1971,G,6-2,195,"June 15, 1948",Georgia,N/A
1963,N/A,1971,G-F,6-4,205,"January 26, 1940",Villanova,N/A
2023,N/A,2024,F,6-7,225,"August 5, 1997",Duke,N/A
1999,N/A,2005,F-C,6-9,290,"February 19, 1976",Georgetown,N/A
2007,N/A,2013,G-F,6-7,200,"October 21, 1982","Florida, Cincinnati",N/A
1970,N/A,1981,G,6-3,190,"November 16, 1946",Kansas,N/A
2017,N/A,2019,F,6-8,205,"August 13, 1992",Florida State,N/A
1990,N/A,1994,F,6-8,240,"November 4, 1967",Louisiana Tech,N/A
2002,N/A,2005,F,6-9,238,"June 28, 1980",UNC Charlotte,N/A
1983,N/A,1987,F,6-8,210,"August 16, 1959",University of South Alabama,N/A
2014,N/A,2014,F,6-8,270,"April 10, 1991",Iowa State,N/A
1976,N/A,1981,G,6-2,195,"June 23, 1953",Arizona State,N/A
1988,N/A,1988,G,6-2,170,"February 15, 1965",Tennessee,N/A
1985,N/A,1986,G,6-3,195,"August 20, 1962",Chattanooga,N/A
2017,N/A,2018,G,6-4,213,"March 8, 1995",Seton Hall,N/A
1979,N/A,1989,C-F,6-10,220,"September 30, 1956",Marquette,N/A
1997,N/A,1998,G,5-10,160,"April 25, 1969",Northern Illinois,N/A
2011,N/A,2022,C,7-0,265,"June 13, 1989",Marshall,N/A
1996,N/A,1996,F,6-9,240,"August 21, 1972",Jackson State University,N/A
2024,N/A,2025,F,6-7,232,"July 8, 2004",Villanova,N/A
1994,N/A,2004,G,6-0,168,"October 5, 1971",Clemson,N/A
1968,N/A,1970,F-C,6-7,230,"April 28, 1939",Iowa State,N/A
